doi,articleType,citationStyle,citationStringAnnotated
10.1016/j.hcmf.2010.02.006,3,0,"<author><family>Raymond</family>, <given>Colette B.</given>, <family>Miller</family>, <given>Sarah H.</given>, <family>Wheaton</family>, <given>Hannah R.</given> and <family>Honcharik</family>, <given>Nicholas</given></author> (<issued><year>2010</year></issued>) <title>â€œReliability and Validity of a Survey to Evaluate Attitudes and Behaviours of Pharmacy Staff toward near Misses.â€</title> <container-title>Healthcare Management Forum</container-title>, <volume>23</volume>(<issue>1</issue>), pp. <page>32â€“37</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/j.hcmf.2010.02.006</URL>"
10.4028/www.scientific.net/amr.488-489.321,3,0,"<author><family>Wu</family>, <given>Shen Chun</given>, <family>Huang</family>, <given>Chuo Jeng</given> and <family>Gao</family>, <given>Jhih Huang</given></author> (<issued><year>2012</year></issued>) <title>â€œEffect of Filling Powder Volume Rate in Wick Manufactured for Loop Heat Pipes.â€</title> <container-title>Advanced Materials Research</container-title>, <volume>488â€“489</volume>, pp. <page>321â€“327</page>. [online] Available from: <URL>http://dx.doi.org/10.4028/www.scientific.net/amr.488-489.321</URL>"
10.1080/00405840903435535,3,0,"<author><family>Fiore</family>, <given>Lisa</given> and <family>Rosenquest</family>, <given>Barbara</given></author> (<issued><year>2009</year></issued>) <title>â€œShifting the Culture of Higher Education: Influences on Students, Teachers, and Pedagogy.â€</title> <container-title>Theory Into Practice</container-title>, <volume>49</volume>(<issue>1</issue>), pp. <page>14â€“20</page>. [online] Available from: <URL>http://dx.doi.org/10.1080/00405840903435535</URL>"
10.1109/jlt.2014.2309494,3,0,"<author><family>Cruz</family>, <given>Pedro E. D.</given>, <family>Alves</family>, <given>Tiago M. F.</given> and <family>Cartaxo</family>, <given>Adolfo V. T.</given></author> (<issued><year>2014</year></issued>) <title>â€œExperimental Assessment of 10 Gbit/s SSB OFDM IM-DD Systems Performance Employing Raised-Cosine Based Symbol Precoding.â€</title> <container-title>Journal of Lightwave Technology</container-title>, <volume>32</volume>(<issue>8</issue>), pp. <page>1631â€“1638</page>. [online] Available from: <URL>http://dx.doi.org/10.1109/jlt.2014.2309494</URL>"
10.1007/s11661-008-9696-x,3,0,"<author><family>Kumar</family>, <given>S.</given>, <family>Subramanya Sarma</family>, <given>V.</given> and <family>Murty</family>, <given>B.S.</given></author> (<issued><year>2008</year></issued>) <title>â€œEffect of Temperature on the Wear Behavior of Al-7Si-TiB2 In-Situ Composites.â€</title> <container-title>Metallurgical and Materials Transactions A</container-title>, <volume>40</volume>(<issue>1</issue>), pp. <page>223â€“231</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/s11661-008-9696-x</URL>"
10.1016/j.optcom.2013.07.006,3,0,"<author><family>Ungan</family>, <given>F.</given>, <family>Yesilgul</family>, <given>U.</given>, <family>Sakiroglu</family>, <given>S.</given>, <family>Mora-Ramos</family>, <given>M.E.</given>, et al.</author> (<issued><year>2013</year></issued>) <title>â€œSimultaneous effects of hydrostatic pressure and temperature on the nonlinear optical properties in a parabolic quantum well under the intense laser field.â€</title> <container-title>Optics Communications</container-title>, <volume>309</volume>, pp. <page>158â€“162</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/j.optcom.2013.07.006</URL>"
10.1007/bf02922652,3,0,"<author><family>Graves</family>, <given>Duane A.</given>, <family>Lang</family>, <given>Craig A.</given> and <family>Leavitt</family>, <given>Maureen E.</given></author> (<issued><year>1991</year></issued>) <title>â€œRespirometric analysis of the biodegradation of organic contaminants in soil and water.â€</title> <container-title>Applied Biochemistry and Biotechnology</container-title>, <volume>28â€“29</volume>(<issue>1</issue>), pp. <page>813â€“826</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/bf02922652</URL>"
10.2460/ajvr.78.9.1085,3,0,"<author><family>Chai</family>, <given>Orit</given>, <family>Peery</family>, <given>Dana</given>, <family>Bdolah-Abram</family>, <given>Tali</given>, <family>Moscovich</family>, <given>Efrat</given>, et al.</author> (<issued><year>2017</year></issued>) <title>â€œComputed tomographic findings in dogs with head trauma and development of a novel prognostic computed tomographyâ€“based scoring system.â€</title> <container-title>American Journal of Veterinary Research</container-title>, <volume>78</volume>(<issue>9</issue>), pp. <page>1085â€“1090</page>. [online] Available from: <URL>http://dx.doi.org/10.2460/ajvr.78.9.1085</URL>"
10.1007/978-981-10-6701-3_6,7,0,"<author><family>Masters</family>, <given>Nikki</given></author> (<issued><year>2017</year></issued>) <title>â€œâ€˜Put Your Seatbelt On, Here We Goâ€™: The Transition to School for Children Identified as Giftedâ€</title>, in <container-title>Giftedness and Talent</container-title>, <publisher>Springer Singapore</publisher>, pp. <page>97â€“128</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/978-981-10-6701-3_6</URL>"
10.1128/aac.00681-11,3,0,"<author><family>Potron</family>, <given>AnaÃ¯s</given>, <family>Poirel</family>, <given>Laurent</given> and <family>Nordmann</family>, <given>Patrice</given></author> (<issued><year>2011</year></issued>) <title>â€œOrigin of OXA-181, an Emerging Carbapenem-Hydrolyzing Oxacillinase, as a Chromosomal Gene in Shewanella xiamenensis.â€</title> <container-title>Antimicrobial Agents and Chemotherapy</container-title>, <volume>55</volume>(<issue>9</issue>), pp. <page>4405â€“4407</page>. [online] Available from: <URL>http://dx.doi.org/10.1128/aac.00681-11</URL>"
10.1056/nejm194608292350911,3,0,"Anon (<issued><year>1946</year></issued>) <title>â€œMiscellany.â€</title> <container-title>New England Journal of Medicine</container-title>, <volume>235</volume>(<issue>9</issue>), pp. <page>312â€“313</page>. [online] Available from: <URL>http://dx.doi.org/10.1056/nejm194608292350911</URL>"
10.1111/jvs.12299,3,0,"<author><family>Radtke</family>, <given>Troy M.</given> and <family>Wilson</family>, <given>Scott D.</given></author> (<issued><year>2015</year></issued>) <title>â€œA limited role for apparent competition via granivory in the persistence of a grassland invaderâ€</title> <editor><family>Bruun</family>, <given>H. H.</given> (ed.)</editor>. <container-title>Journal of Vegetation Science</container-title>, <volume>26</volume>(<issue>5</issue>), pp. <page>995â€“1004</page>. [online] Available from: <URL>http://dx.doi.org/10.1111/jvs.12299</URL>"
10.1016/j.jvs.2010.10.129,3,0,"<author><family>Shalhub</family>, <given>Sherene</given>, <family>Starnes</family>, <given>Benjamin W.</given> and <family>Tran</family>, <given>Nam T.</given></author> (<issued><year>2011</year></issued>) <title>â€œEndovascular treatment of axillosubclavian arterial transection in patients with blunt traumatic injury.â€</title> <container-title>Journal of Vascular Surgery</container-title>, <volume>53</volume>(<issue>4</issue>), pp. <page>1141â€“1144</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/j.jvs.2010.10.129</URL>"
10.1142/s0218126696000248,3,0,"<author><family>LIENIG</family>, <given>JENS</given> and <family>THULASIRAMAN</family>, <given>K.</given></author> (<issued><year>1996</year></issued>) <title>â€œGASBOR: A GENETIC ALGORITHM APPROACH FOR SOLVING THE SWITCHBOX ROUTING PROBLEM.â€</title> <container-title>Journal of Circuits, Systems and Computers</container-title>, <volume>06</volume>(<issue>04</issue>), pp. <page>359â€“373</page>. [online] Available from: <URL>http://dx.doi.org/10.1142/s0218126696000248</URL>"
10.1007/978-3-642-13437-1_99,7,0,"<author><family>Tseytlin</family>, <given>Eugene</given>, <family>Castine</family>, <given>Melissa</given> and <family>Crowley</family>, <given>Rebecca</given></author> (<issued><year>2010</year></issued>) <title>â€œDomainBuilder â€“ An Authoring System for Visual Classification Tutoring Systems,â€</title> in <container-title>Intelligent Tutoring Systems</container-title>, <publisher>Springer Berlin Heidelberg</publisher>, pp. <page>441â€“442</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/978-3-642-13437-1_99</URL>"
10.1109/t-ed.1970.16960,3,0,"<author><family>Anderson</family>, <given>C.H.</given></author> (<issued><year>1970</year></issued>) <title>â€œA new acoustic phonon spectrometer.â€</title> <container-title>IEEE Transactions on Electron Devices</container-title>, <volume>17</volume>(<issue>3</issue>), pp. <page>236â€“239</page>. [online] Available from: <URL>http://dx.doi.org/10.1109/t-ed.1970.16960</URL>"
10.4103/0975-3605.203274,3,0,"<author><family>Tyagi</family>, <given>Kirti</given>, <family>Mukundan</family>, <given>Hari</given>, <family>Mukherjee</family>, <given>Deboleena</given>, <family>Taneja</family>, <given>Sachin</given> and <family>Jacob</family>, <given>MJ</given></author> (<issued><year>2013</year></issued>) <title>â€œRadiation risk: A primer.â€</title> <container-title>Journal of Marine Medical Society</container-title>, <volume>15</volume>(<issue>1</issue>), p. <page>41</page>. [online] Available from: <URL>http://dx.doi.org/10.4103/0975-3605.203274</URL>"
10.1002/chin.199418243,3,0,"<author><family>HONDA</family>, <given>T.</given> and <family>KIMURA</family>, <given>N.</given></author> (<issued><year>2010</year></issued>) <title>â€œChemInform Abstract: An Enantioselective Synthesis of 3,4-Disubstituted Butyrolactones.â€</title> <container-title>ChemInform</container-title>, <volume>25</volume>(<issue>18</issue>), p. <page>no-no</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/chin.199418243</URL>"
10.1021/pr200052c,3,0,"<author><family>Shen</family>, <given>Yufeng</given>, <family>TolicÌ</family>, <given>Nikola</given>, <family>Xie</family>, <given>Fang</given>, <family>Zhao</family>, <given>Rui</given>, et al.</author> (<issued><year>2011</year></issued>) <title>â€œEffectiveness of CID, HCD, and ETD with FT MS/MS for Degradomic-Peptidomic Analysis: Comparison of Peptide Identification Methods.â€</title> <container-title>Journal of Proteome Research</container-title>, <volume>10</volume>(<issue>9</issue>), pp. <page>3929â€“3943</page>. [online] Available from: <URL>http://dx.doi.org/10.1021/pr200052c</URL>"
10.1016/s1352-2310(97)00336-1,3,0,"<author><family>Sequeira</family>, <given>R.</given> and <family>Lai</family>, <given>C.C.</given></author> (<issued><year>1998</year></issued>) <title>â€œSmall-scale spatial variability in the representative ionic composition of rainwater within urban Hong Kong.â€</title> <container-title>Atmospheric Environment</container-title>, <volume>32</volume>(<issue>2</issue>), pp. <page>133â€“144</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/s1352-2310(97)00336-1</URL>"
10.3168/jds.s0022-0302(76)84153-7,3,0,"<author><family>Goodenough</family>, <given>E.R.</given> and <family>Kleyn</family>, <given>D.H.</given></author> (<issued><year>1976</year></issued>) <title>â€œQualitative and Quantitative Changes in Carbohydrates During the Manufacture of Yogurt.â€</title> <container-title>Journal of Dairy Science</container-title>, <volume>59</volume>(<issue>1</issue>), pp. <page>45â€“47</page>. [online] Available from: <URL>http://dx.doi.org/10.3168/jds.s0022-0302(76)84153-7</URL>"
10.1097/00006534-195807000-00007,3,0,"<author><family>HARKINS</family>, <given>CLOYD S.</given></author> (<issued><year>1958</year></issued>) <title>â€œRETROPOSITIONING OF THE PREMAXILLA WITH THE AID OF AN EXPANSION PROSTHESIS.â€</title> <container-title>Plastic and Reconstructive Surgery</container-title>, <volume>22</volume>(<issue>1</issue>), pp. <page>67â€“74</page>. [online] Available from: <URL>http://dx.doi.org/10.1097/00006534-195807000-00007</URL>"
10.1093/geroni/igy023.1537,3,0,"<author><family>Wada</family>, <given>T</given></author> (<issued><year>2018</year></issued>) <title>â€œIMPLEMENTATION OF A HOTLINE FOR ALL ABUSE CASES OF ANY AGE.â€</title> <container-title>Innovation in Aging</container-title>, <volume>2</volume>(<issue>suppl_1</issue>), pp. <page>411â€“411</page>. [online] Available from: <URL>http://dx.doi.org/10.1093/geroni/igy023.1537</URL>"
10.1345/aph.1g064,3,0,"<author><family>Dager</family>, <given>William E</given> and <family>King</family>, <given>Jeff H</given></author> (<issued><year>2006</year></issued>) <title>â€œAminoglycosides in Intermittent Hemodialysis: Pharmacokinetics with Individual Dosing.â€</title> <container-title>Annals of Pharmacotherapy</container-title>, <volume>40</volume>(<issue>1</issue>), pp. <page>9â€“14</page>. [online] Available from: <URL>http://dx.doi.org/10.1345/aph.1g064</URL>"
10.1007/978-3-642-41714-6_202253,7,0,"Anon (<issued><year>2014</year></issued>) <title>â€œtransection glacier,â€</title> in <container-title>Dictionary Geotechnical Engineering/WÃ¶rterbuch GeoTechnik</container-title>, <publisher>Springer Berlin Heidelberg</publisher>, pp. <page>1419â€“1419</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/978-3-642-41714-6_202253</URL>"
10.1111/mmi.13549,3,0,"<author><family>Tripp</family>, <given>Vanessa</given>, <family>Martin</family>, <given>Roman</given>, <family>Orell</family>, <given>Alvaro</given>, <family>Alkhnbashi</family>, <given>Omer S.</given>, et al.</author> (<issued><year>2016</year></issued>) <title>â€œPlasticity of archaeal C/D box sRNA biogenesis.â€</title> <container-title>Molecular Microbiology</container-title>, <volume>103</volume>(<issue>1</issue>), pp. <page>151â€“164</page>. [online] Available from: <URL>http://dx.doi.org/10.1111/mmi.13549</URL>"
10.1021/ac60051a028,3,0,"<author><family>Fossum</family>, <given>John</given>, <family>Markunas</family>, <given>Peter</given> and <family>Riddick</family>, <given>John</given></author> (<issued><year>1951</year></issued>) <title>â€œTri(hydroxymethyl)aminomethane as Acidimetric Standard.â€</title> <container-title>Analytical Chemistry</container-title>, <volume>23</volume>(<issue>3</issue>), pp. <page>491â€“493</page>. [online] Available from: <URL>http://dx.doi.org/10.1021/ac60051a028</URL>"
10.2217/nmt.12.28,3,0,"<author><family>Lo Coco</family>, <given>Daniele</given>, <family>Cannizzaro</family>, <given>Emanuele</given>, <family>Spataro</family>, <given>Rossella</given>, <family>Taiello</family>, <given>Alfonsa Claudia</given> and <family>La Bella</family>, <given>Vincenzo</given></author> (<issued><year>2012</year></issued>) <title>â€œSleepâ€“wake problems in patients with amyotrophic lateral sclerosis: implications for patient management.â€</title> <container-title>Neurodegenerative Disease Management</container-title>, <volume>2</volume>(<issue>3</issue>), pp. <page>315â€“324</page>. [online] Available from: <URL>http://dx.doi.org/10.2217/nmt.12.28</URL>"
10.1113/jphysiol.1993.sp019672,3,0,"<author><family>Lacinova</family>, <given>L</given>, <family>Cleemann</family>, <given>L</given> and <family>Morad</family>, <given>M</given></author> (<issued><year>1993</year></issued>) <title>â€œCa2+ channel modulating effects of heparin in mammalian cardiac myocytes.â€</title> <container-title>The Journal of Physiology</container-title>, <volume>465</volume>(<issue>1</issue>), pp. <page>181â€“201</page>. [online] Available from: <URL>http://dx.doi.org/10.1113/jphysiol.1993.sp019672</URL>"
10.1515/dmvm-2016-0071,3,0,"Anon (<issued><year>2016</year></issued>) <title>â€œIn diesem Heft.â€</title> <container-title>Mitteilungen der Deutschen Mathematiker-Vereinigung</container-title>, <volume>24</volume>(<issue>4</issue>). [online] Available from: <URL>http://dx.doi.org/10.1515/dmvm-2016-0071</URL>"
10.1023/a:1010665702621,3,0,"<author><family>Orme</family>, <given>Wendy</given>, <family>Walker</family>, <given>Amanda R.</given>, <family>Gupta</family>, <given>Rajeev</given> and <family>Gray</family>, <given>John C.</given></author> (<issued><year>2001</year></issued>) <container-title>Plant Molecular Biology</container-title>, <volume>46</volume>(<issue>5</issue>), pp. <page>615â€“626</page>. [online] Available from: <URL>http://dx.doi.org/10.1023/a:1010665702621</URL>"
10.1093/oxfordjournals.jbchem.a127067,3,0,"<author><family>SUGAE</family>, <given>KIN-ICHI</given> and <family>HONDA</family>, <given>YOSHIHIDE</given></author> (<issued><year>1960</year></issued>) <title>â€œSTUDIES ON BACTERIAL AMYLASE.â€</title> <container-title>The Journal of Biochemistry</container-title>, <volume>47</volume>(<issue>3</issue>), pp. <page>307â€“314</page>. [online] Available from: <URL>http://dx.doi.org/10.1093/oxfordjournals.jbchem.a127067</URL>"
10.1016/0141-9331(83)90013-3,3,0,"Anon (<issued><year>1983</year></issued>) <title>â€œCanon launches 8/16-bit microcomputer with CP/M-86 and MS-DOS.â€</title> <container-title>Microprocessors and Microsystems</container-title>, <volume>7</volume>(<issue>3</issue>), p. <page>131</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/0141-9331(83)90013-3</URL>"
10.2139/ssrn.1696844,3,0,"<author><family>Ali</family>, <given>Ashiq</given>, <family>Klasa</family>, <given>Sandy</given> and <family>Yeung</family>, <given>Eric</given></author> (<issued><year>2012</year></issued>) <title>â€œIndustry Concentration and Corporate Disclosure Policy.â€</title> <container-title>SSRN Electronic Journal</container-title>. [online] Available from: <URL>http://dx.doi.org/10.2139/ssrn.1696844</URL>"
10.1039/c8ra02228c,3,0,"<author><family>Guo</family>, <given>Lu</given>, <family>Ma</family>, <given>Hongyu</given>, <family>Zhang</family>, <given>Lulu</given>, <family>Song</family>, <given>Yuzhi</given> and <family>Li</family>, <given>Yongqing</given></author> (<issued><year>2018</year></issued>) <title>â€œAccurate global potential energy surface for the ground state of CH2+ by extrapolation to the complete basis set limit.â€</title> <container-title>RSC Advances</container-title>, <volume>8</volume>(<issue>25</issue>), pp. <page>13635â€“13642</page>. [online] Available from: <URL>http://dx.doi.org/10.1039/c8ra02228c</URL>"
10.1016/j.sysconle.2013.01.010,3,0,"<author><family>Hodaka</family>, <given>Ichijo</given> and <family>Jikuya</family>, <given>Ichiro</given></author> (<issued><year>2013</year></issued>) <title>â€œA period-specific realization of linear continuous-time systems.â€</title> <container-title>Systems & Control Letters</container-title>, <volume>62</volume>(<issue>5</issue>), pp. <page>395â€“400</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/j.sysconle.2013.01.010</URL>"
10.2495/eq160241,22,0,"<author><family>Haugen</family>, <given>H. H.</given>, <family>Furuvik</family>, <given>N. C. I.</given> and <family>Moldestad</family>, <given>B. M. E.</given></author> (<issued><year>2016</year></issued>) <title>â€œCharacterization of biomass wood,â€</title> in <container-title>Energy Production and Management in the 21st Century II: The Quest for Sustainable Energy</container-title>, <publisher>WIT Press</publisher>. [online] Available from: <URL>http://dx.doi.org/10.2495/eq160241</URL>"
10.1108/eum0000000002352,3,0,"<author><family>Gofton</family>, <given>Leslie</given> and <family>Ness</family>, <given>Mitchell</given></author> (<issued><year>1991</year></issued>) <title>â€œTwin Trends: Health and Convenience in Food Change or Who Killed the Lazy Housewife?â€</title> <container-title>British Food Journal</container-title>, <volume>93</volume>(<issue>7</issue>), pp. <page>17â€“23</page>. [online] Available from: <URL>http://dx.doi.org/10.1108/eum0000000002352</URL>"
10.3989/ic.1972.v25.i241.3223,3,0,"<author><family>Sano</family>, <given>Yukio</given>, <family>Moriya</family>, <given>Isao</given> and <family>Toraya</family>, <given>Tadashi</given></author> (<issued><year>1972</year></issued>) <title>â€œOficinas J. Osawa.â€</title> <container-title>Informes de la ConstrucciÃ³n</container-title>, <volume>25</volume>(<issue>241</issue>), pp. <page>11â€“16</page>. [online] Available from: <URL>http://dx.doi.org/10.3989/ic.1972.v25.i241.3223</URL>"
10.2307/2009848,3,0,"<author><family>Leiss</family>, <given>Amelia C.</given></author> (<issued><year>1966</year></issued>) <title>â€œAmerican Policy and the Future of Southern Africa.â€</title> <container-title>World Politics</container-title>, <volume>19</volume>(<issue>01</issue>), pp. <page>151â€“165</page>. [online] Available from: <URL>http://dx.doi.org/10.2307/2009848</URL>"
10.1021/bk-2014-1162.ch018,7,0,"<author><family>He</family>, <given>Meng</given>, <family>Lu</family>, <given>Ang</given> and <family>Zhang</family>, <given>Lina</given></author> (<issued><year>2014</year></issued>) <title>â€œAdvances in Cellulose Hydrophobicity Improvement,â€</title> in <container-title>ACS Symposium Series</container-title>, <publisher>American Chemical Society</publisher>, pp. <page>241â€“274</page>. [online] Available from: <URL>http://dx.doi.org/10.1021/bk-2014-1162.ch018</URL>"
10.1055/s-002-19862,37,0,"Anon (<issued><year>2009</year></issued>) <container-title>DMW - Deutsche Medizinische Wochenschrift</container-title>, <volume>11</volume>(<issue>14</issue>). [online] Available from: <URL>http://dx.doi.org/10.1055/s-002-19862</URL>"
10.1080/10691898.2015.11889733,3,0,"<author><family>Erhardt</family>, <given>Robert J.</given> and <family>Shuman</family>, <given>Michael P.</given></author> (<issued><year>2015</year></issued>) <title>â€œAssistive Technologies for Second-Year Statistics Students who are Blind.â€</title> <container-title>Journal of Statistics Education</container-title>, <volume>23</volume>(<issue>2</issue>). [online] Available from: <URL>http://dx.doi.org/10.1080/10691898.2015.11889733</URL>"
10.1007/978-3-642-55230-4_6,7,0,"<author><family>Green</family>, <given>David G.</given></author> (<issued><year>2014</year></issued>) <title>â€œMore Things in Heaven and Earth,â€</title> in <container-title>Of Ants and Men</container-title>, <publisher>Springer Berlin Heidelberg</publisher>, pp. <page>57â€“65</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/978-3-642-55230-4_6</URL>"
10.1176/ajp.146.3.390-a,3,0,"<author><family>DUNNER</family>, <given>DAVID L.</given></author> (<issued><year>1989</year></issued>) <title>â€œDepression and Mania.â€</title> <container-title>American Journal of Psychiatry</container-title>, <volume>146</volume>(<issue>3</issue>), pp. <page>390-a-391</page>. [online] Available from: <URL>http://dx.doi.org/10.1176/ajp.146.3.390-a</URL>"
10.1006/exnr.1995.1075,3,0,"Anon (<issued><year>1995</year></issued>) <title>â€œAbstracts of Papers Presented at the American Society for Neural Transplantation, ASNT â€™95, Clearwater, FL, April 27-30, 1995â€</title>. <container-title>Experimental Neurology</container-title>, <volume>135</volume>(<issue>2</issue>), pp. <page>160â€“173</page>. [online] Available from: <URL>http://dx.doi.org/10.1006/exnr.1995.1075</URL>"
10.1086/148706,3,0,"<author><family>Sargent</family>, <given>Wallace L. W.</given></author> (<issued><year>1966</year></issued>) <title>â€œThe Spectra and Compositions of the Components of ADS 3910.â€</title> <container-title>The Astrophysical Journal</container-title>, <volume>144</volume>, p. <page>1128</page>. [online] Available from: <URL>http://dx.doi.org/10.1086/148706</URL>"
10.1119/1.1969912,3,0,"Anon (<issued><year>1964</year></issued>) <title>â€œSummer Study Opportunities for College Physics Teachers.â€</title> <container-title>American Journal of Physics</container-title>, <volume>32</volume>(<issue>11</issue>), pp. <page>843â€“849</page>. [online] Available from: <URL>http://dx.doi.org/10.1119/1.1969912</URL>"
10.5152/iao.2018.5328,3,0,"<author><family>Alimoglu</family>, <given>Yalcin</given>, <family>Altin</family>, <given>Fazilet</given>, <family>Acikalin</family>, <given>Resit Murat</given>, et al.</author> (<issued><year>2018</year></issued>) <title>â€œTwo-Hour Follow-Up is Equivalent to One-Day Follow-Up of Posterior Canal Benign Paroxysmal Positional Vertigo.â€</title> <container-title>The Journal of International Advanced Otology</container-title>. [online] Available from: <URL>http://dx.doi.org/10.5152/iao.2018.5328</URL>"
10.3726/b11556,43,0,"<author><family>Ring</family>, <given>Emer</given>, <family>Daly</family>, <given>Patricia</given> and <family>Wall</family>, <given>Eugene</given></author> (<issued><year>2018</year></issued>) <title>â€œAutism from the Inside Out.â€</title> [online] Available from: <URL>http://dx.doi.org/10.3726/b11556</URL>"
10.1016/j.fertnstert.2009.07.1067,3,0,"<author><family>Johnstone</family>, <given>E.B.</given>, <family>Addauan-Andersen</family>, <given>C.</given>, <family>Trevithick</family>, <given>D.</given>, <family>Sternfeld</family>, <given>B.</given>, et al.</author> (<issued><year>2009</year></issued>) <title>â€œIncreased BMI and fasting insulin are associated with decreased numbers of large antral follicles.â€</title> <container-title>Fertility and Sterility</container-title>, <volume>92</volume>(<issue>3</issue>), p. <page>S103</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/j.fertnstert.2009.07.1067</URL>"
10.1111/j.1525-1470.2006.00167.x,3,0,"<author><family>Brinkmeier</family>, <given>Thomas</given>, <family>Reuter</family>, <given>Thomas</given>, <family>Metze</family>, <given>Dieter</given>, <family>Frosch</family>, <given>Peter J.</given> and <family>Herbst</family>, <given>Rudolf A.</given></author> (<issued><year>2006</year></issued>) <title>â€œDisseminated Hyperkeratotic and Granulomatous Nodules in a Child with Fatal Epstein-Barr-Virus-Associated Hemophagocytic Lymphohistiocytosis.â€</title> <container-title>Pediatric Dermatology</container-title>, <volume>23</volume>(<issue>1</issue>), pp. <page>35â€“38</page>. [online] Available from: <URL>http://dx.doi.org/10.1111/j.1525-1470.2006.00167.x</URL>"
10.3403/00090336,41,0,Anon (n.d.) <title>â€œMethods of test for coffee and coffee products.â€</title> [online] Available from: <URL>http://dx.doi.org/10.3403/00090336</URL>
10.2307/319225,3,0,"<author><family>Gerald</family>, <given>Thos. A. Fitz</given></author> (<issued><year>1947</year></issued>) <title>â€œA Plea for Graded Reading Texts.â€</title> <container-title>The Modern Language Journal</container-title>, <volume>31</volume>(<issue>6</issue>), p. <page>359</page>. [online] Available from: <URL>http://dx.doi.org/10.2307/319225</URL>"
10.5860/crl_45_06_524,3,0,"<author><family>Daugherty</family>, <given>Robert Allen</given></author> (<issued><year>1984</year></issued>) <title>â€œShelf Access in Libraries (Book Review).â€</title> <container-title>College & Research Libraries</container-title>, <volume>45</volume>(<issue>6</issue>), pp. <page>524â€“524</page>. [online] Available from: <URL>http://dx.doi.org/10.5860/crl_45_06_524</URL>"
10.1051/eucass/201203381,22,0,"<author><family>Bianchi</family>, <given>D.</given>, <family>Nasuti</family>, <given>F.</given>, <family>Martelli</family>, <given>E.</given> and <family>Onofri</family>, <given>M.</given></author> (<issued><year>2012</year></issued>) <title>â€œNavier-Stokes analysis of scale effects on ablation in carbon-carbon rocket nozzles,â€</title> in <container-title>Progress in Flight Physics</container-title>, <publisher>EDP Sciences</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1051/eucass/201203381</URL>"
10.1007/978-3-642-90853-8_4,7,0,"<author><family>Klein</family>, <given>Felix</given></author> (<issued><year>1924</year></issued>) <title>â€œAnalysis,â€</title> in <container-title>Elementarmathematik vom HÃ¶heren Standpunkte Aus</container-title>, <publisher>Springer Berlin Heidelberg</publisher>, pp. <page>155â€“315</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/978-3-642-90853-8_4</URL>"
10.1103/physrevd.18.828,3,0,"<author><family>Verma</family>, <given>Ramesh C.</given> and <family>Khanna</family>, <given>M. P.</given></author> (<issued><year>1978</year></issued>) <title>â€œHigher-order mass formulas in SU(4).â€</title> <container-title>Physical Review D</container-title>, <volume>18</volume>(<issue>3</issue>), pp. <page>828â€“833</page>. [online] Available from: <URL>http://dx.doi.org/10.1103/physrevd.18.828</URL>"
10.1080/13506280143000322,3,0,"<author><family>Kerzel</family>, <given>Dirk</given></author> (<issued><year>2002</year></issued>) <title>â€œA matter of design: No representational momentum without predictability.â€</title> <container-title>Visual Cognition</container-title>, <volume>9</volume>(<issue>1â€“2</issue>), pp. <page>66â€“80</page>. [online] Available from: <URL>http://dx.doi.org/10.1080/13506280143000322</URL>"
10.1016/j.jue.2010.01.001,3,0,"<author><family>Rose</family>, <given>Heather</given> and <family>Sonstelie</family>, <given>Jon</given></author> (<issued><year>2010</year></issued>) <title>â€œSchool board politics, school district size, and the bargaining power of teachersâ€™ unionsâ€</title>. <container-title>Journal of Urban Economics</container-title>, <volume>67</volume>(<issue>3</issue>), pp. <page>438â€“450</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/j.jue.2010.01.001</URL>"
10.1116/1.5029435,3,0,"<author><family>Shao</family>, <given>Wenyi</given>, <family>Xu</family>, <given>Jun</given>, <family>Chen</family>, <given>Jiaming</given>, <family>Wu</family>, <given>Xiaoxiang</given> and <family>Chen</family>, <given>Kunji</given></author> (<issued><year>2018</year></issued>) <title>â€œNear-infrared light absorption enhancement in Ge nanostructures prepared by nanosphere lithography.â€</title> <container-title>Journal of Vacuum Science & Technology B</container-title>, <volume>36</volume>(<issue>4</issue>), p. <page>041601</page>. [online] Available from: <URL>http://dx.doi.org/10.1116/1.5029435</URL>"
